traditional,simplified
其人入，入於身,其人入，入于身
,
子曰：求也，千室之邑，百乘之家，可使爲之宰也,子曰：求也，千室之邑，百乘之家，可使为之宰也
《水經‧濟水注》,《水经‧济水注》
越人歸之，太子革奔越,越人归之，太子革奔越
,
且夫水之積也不厚，則負大舟也無力,且夫水之积也不厚，则负大舟也无力
秦取楚漢中，再戰於藍田，大敗楚軍,秦取楚汉中，再战于蓝田，大败楚军
死生榮辱之道一，則三軍之士可使一心矣,死生荣辱之道一，则三军之士可使一心矣
,
非吾罪也，人之罪也,非吾罪也，人之罪也
,
長狄也,长狄也
公曰：嘻，言之至也,公曰：嘻，言之至也
妻之黨雖親，弗主,妻之党虽亲，弗主
六四，繻有衣袽，終日戒,六四，𦈡有衣袽，终日戒
,
父母既殁，以哀祀之，加之如此謂禮終矣,父母既殁，以哀祀之，加之如此谓礼终矣
《象》曰：左次，無咎，未失常也,《象》曰：左次，无咎，未失常也
,
厥德不回，以受方國,厥德不回，以受方国
,
是故始君不臣諸父、昆弟，君之子不臣諸父而臣諸昆弟，君之孫盡臣諸父昆弟,是故始君不臣诸父、昆弟，君之子不臣诸父而臣诸昆弟，君之孙尽臣诸父昆弟
而有君服焉，其除之也如之何,而有君服焉，其除之也如之何
未幾見兮，突而弁兮,未几见兮，突而弁兮
候因釋之,候因释之
既而齊人來讓，奔吳,既而齐人来让，奔吴
君子曰：《詩》云：惟彼二國，其政不獲,君子曰：《诗》云：惟彼二国，其政不获
,
,
雖然，而有一焉，百里之地不可得，而死者不可復生也，則主必爲天下笑矣,虽然，而有一焉，百里之地不可得，而死者不可复生也，则主必为天下笑矣
禮人不答，反其敬,礼人不答，反其敬
,
尊否,尊否
,
嗚呼，敬之哉,呜呼，敬之哉
北郭子召其友而告之曰：說晏子之義，而嘗乞所以養母焉,北郭子召其友而告之曰：说晏子之义，而尝乞所以养母焉
,
張儀爲秦連橫齊王曰：天下強國無過齊者，大臣父兄殷衆富樂，無過齊者,张仪为秦连横齐王曰：天下强国无过齐者，大臣父兄殷众富乐，无过齐者
宣王太息，動於顏色，曰：靜郭君之於寡人，一至此乎,宣王太息，动于颜色，曰：静郭君之于寡人，一至此乎
取誘射之矢者，既拾取矢，而後兼誘射之乘矢而取之,取诱射之矢者，既拾取矢，而后兼诱射之乘矢而取之
其志，以同日也,其志，以同日也
嗚呼,呜呼
楚人生乎楚、長乎楚而楚言，不知其所受之,楚人生乎楚、长乎楚而楚言，不知其所受之
秋，七月丙申，及齊高傒盟于防,秋，七月丙申，及齐高傒盟于防
車既覆而馬顛兮，蹇獨懷此異路,车既覆而马颠兮，蹇独怀此异路
此七者，侵之酌也,此七者，侵之酌也
東門吳曰：吾嘗無子，無子之時不憂,东门吴曰：吾尝无子，无子之时不忧
迺立應門，應門將將,迺立应门，应门将将
,
於是遂封叔虞于晉,于是遂封叔虞于晋
此羸者陽也，未狎君政，故未承命,此羸者阳也，未狎君政，故未承命
王曰：鼃有氣如此，可無爲式乎,王曰：蛙有气如此，可无为式乎
奉先思孝，接下思恭,奉先思孝，接下思恭
奉衣服者至碑，君從，有司皆以次從出廟門,奉衣服者至碑，君从，有司皆以次从出庙门
非滅也,非灭也
丙辰，棄疾即位，名曰熊居,丙辰，弃疾即位，名曰熊居
季春出火，爲焚也,季春出火，为焚也
不必信，則不可恃而外知,不必信，则不可恃而外知
救乏振滯，匡困資無,救乏振滞，匡困资无
違上所命，從厥攸好,违上所命，从厥攸好
萬章問曰：宋，小國也,万章问曰：宋，小国也
登巉巖而下望兮，臨大阺之稸水,登巉岩而下望兮，临大阺之稸水
親近而附遠，孝子之道也,亲近而附远，孝子之道也
,
楚人使宜申來獻捷,楚人使宜申来献捷
,
其聲能短能長，能柔能剛,其声能短能长，能柔能刚
聞言而驚，不得所由,闻言而惊，不得所由
乃命冢宰，農事備收，舉五穀之要，藏帝藉之收於神倉，祗敬必飭,乃命冢宰，农事备收，举五谷之要，藏帝藉之收于神仓，祗敬必饬
然則何爲不言遂人盡齊人也,然则何为不言遂人尽齐人也
《竹書紀年》曰：后泄二十一年，命畎夷、白夷、赤夷、玄夷、風夷、陽夷．,《竹书纪年》曰：后泄二十一年，命畎夷、白夷、赤夷、玄夷、风夷、阳夷．
上惠其道，下敦其業，上下相希，若望參表，則邪者可知也,上惠其道，下敦其业，上下相希，若望参表，则邪者可知也
以鄉聽者，禄之以鄉,以乡听者，禄之以乡
余處幽篁兮終不見天，路險難兮獨後來,余处幽篁兮终不见天，路险难兮独后来
獻子懼，而與宣子圖之,献子惧，而与宣子图之
鼓、用牲于社，非禮也,鼓、用牲于社，非礼也
稱行人而執者，以其事執也,称行人而执者，以其事执也
,
然後入山林，觀天性,然后入山林，观天性
,
號有百乘之守，而實無尺壤之用，故謂託食之君,号有百乘之守，而实无尺壤之用，故谓托食之君
嫫母、力父，是之喜也,嫫母、力父，是之喜也
子路對曰：有之,子路对曰：有之
殷既封而弔，周反哭而弔,殷既封而吊，周反哭而吊
犀首乃見之,犀首乃见之
對曰：堯授舜，舜授禹，禹用力而湯用兵，文王順紂而不敢逆，武王逆紂而不肯順，故曰不同,对曰：尧授舜，舜授禹，禹用力而汤用兵，文王顺纣而不敢逆，武王逆纣而不肯顺，故曰不同
諸侯戍之,诸侯戍之
壞廟之道，易檐可也，改塗可也,坏庙之道，易檐可也，改涂可也
公曰：子何以知其賢也,公曰：子何以知其贤也
君無十餘、二十萬之衆，而爲此釣𢆔鐔蒙須之便，而徒以三萬行於天下，君焉能乎,君无十余、二十万之众，而为此钓𢆔镡蒙须之便，而徒以三万行于天下，君焉能乎
以蔡侯之以之，舉其貴者也,以蔡侯之以之，举其贵者也
,
,
千人之長，必拜而送之，降兩級,千人之长，必拜而送之，降两级
,
問其行，拜而后對,问其行，拜而后对
,
不闚於牖，可以知天道,不窥于牖，可以知天道
廉而不見貴者，劌也,廉而不见贵者，刿也
,
所以然者，以其伐楚而肥韓、魏也,所以然者，以其伐楚而肥韩、魏也
嘗相與游乎无何有之宮，同合而論，无所終窮乎,尝相与游乎无何有之宫，同合而论，无所终穷乎
彼國者亦有砥厲，禮義節奏是也,彼国者亦有砥厉，礼义节奏是也
無覆巢，無殺孩蟲、胎夭、飛鳥，無麛無卵,无覆巢，无杀孩虫、胎夭、飞鸟，无麛无卵
庚桑子曰：小子來,庚桑子曰：小子来
輪扁曰：臣也以臣之事觀之,轮扁曰：臣也以臣之事观之
廉潔，可辱也,廉洁，可辱也
政官之屬：大司馬，卿一人,政官之属：大司马，卿一人
夫或改調一弦，於五音无當也，鼓之，二十五弦皆動，未始異於聲，而音之君已,夫或改调一弦，于五音无当也，鼓之，二十五弦皆动，未始异于声，而音之君已
此齊貌辨之所以外生樂患趣難者也,此齐貌辨之所以外生乐患趣难者也
此講之悔也,此讲之悔也
,
惟玆何功,惟玆何功
子華子曰：今使天下書銘於君之前，書之曰：左手攫之則右手廢，右手攫之則左手廢，然而攫之必有天下,子华子曰：今使天下书铭于君之前，书之曰：左手攫之则右手废，右手攫之则左手废，然而攫之必有天下
管子對曰：泰春，民之功繇,管子对曰：泰春，民之功繇
罪不善，善者故爲不畏,罪不善，善者故为不畏
,
主人升，拜洗如賓禮,主人升，拜洗如宾礼
天王使毛伯來錫公命,天王使毛伯来锡公命
,
我，國士也，爲天下惜死,我，国士也，为天下惜死
吾國之妖甚大者，子不聽父，弟不聽兄，君令不行，此妖之大者也,吾国之妖甚大者，子不听父，弟不听兄，君令不行，此妖之大者也
伐而言納者，猶不能納也,伐而言纳者，犹不能纳也
今有羿、蠭蒙，繁弱於此，而無弦，則必不能中也,今有羿、蜂蒙，繁弱于此，而无弦，则必不能中也
既拾取矢，捆之,既拾取矢，捆之
爲父母、長子稽顙,为父母、长子稽颡
,
曰閑輿衛，利有攸往,曰闲舆卫，利有攸往
齊桓公即位，三年三言，而天下稱賢，群臣皆說：去肉食之獸，去食粟之鳥，去絲罝之網,齐桓公即位，三年三言，而天下称贤，群臣皆说：去肉食之兽，去食粟之鸟，去丝罝之网
對曰：臣非能相人也，能觀人之友也,对曰：臣非能相人也，能观人之友也
美要眇兮宜脩，沛吾乘兮桂舟,美要眇兮宜修，沛吾乘兮桂舟
六月，公會宋公、陳侯、衛侯、鄭伯、許伯、曹伯、晉趙盾,六月，公会宋公、陈侯、卫侯、郑伯、许伯、曹伯、晋赵盾
,
夫諸侯之患，諸侯恤之，所以訓民也,夫诸侯之患，诸侯恤之，所以训民也
,
祝祓社，司徒致民，司馬致節，司空致地，乃還,祝祓社，司徒致民，司马致节，司空致地，乃还
無幾何，告者復至，孝成王不應,无几何，告者复至，孝成王不应
知敵之可擊，而不知吾卒之不可以擊，勝之半也,知敌之可击，而不知吾卒之不可以击，胜之半也
王與大國弗聽，魏安能與小國立之,王与大国弗听，魏安能与小国立之
六月，鄭二公子以制人敗燕師于北制,六月，郑二公子以制人败燕师于北制
,
因謝不取,因谢不取
何以不日,何以不日
其二曰：訓有之：內作色荒，外作禽荒,其二曰：训有之：内作色荒，外作禽荒
母曰：嗟,母曰：嗟
百畝之糞，上農夫食九人，上次食八人，中食七人，中次食六人，下食五人,百亩之粪，上农夫食九人，上次食八人，中食七人，中次食六人，下食五人
篤棐時二人，我式克至于今日休,笃棐时二人，我式克至于今日休
,
身定、國安、天下治，必賢人,身定、国安、天下治，必贤人
大祭祀、喪紀之事，設門燎，蹕宮門、廟門,大祭祀、丧纪之事，设门燎，跸宫门、庙门
,
智則知時化，知時化則知虛實盛衰之變，知先後遠近縱舍之數,智则知时化，知时化则知虚实盛衰之变，知先后远近纵舍之数
雖不當位，剛柔應也,虽不当位，刚柔应也
猶曰是人來也,犹曰是人来也
中月而禫，禫而飲醴酒,中月而禫，禫而饮醴酒
不離於精，謂之神人,不离于精，谓之神人
曰：吾用多,曰：吾用多
,
庶民攻之，不日成之,庶民攻之，不日成之
孟子曰：仲子，不義與之齊國而弗受，人皆信之，是舍簞食豆羹之義也,孟子曰：仲子，不义与之齐国而弗受，人皆信之，是舍箪食豆羹之义也
然則天無疾風，草木發奮，鬱氣息，民不疾而榮華蕃,然则天无疾风，草木发奋，郁气息，民不疾而荣华蕃
,
桓公曰：善,桓公曰：善
喪牛于易，終莫之聞也,丧牛于易，终莫之闻也
至於邯鄲，所聞於邯鄲者，又高於所聞東周,至于邯郸，所闻于邯郸者，又高于所闻东周
震也者，鳴也,震也者，鸣也
凡祭祀、賓客，共其果蓏，享亦如之,凡祭祀、宾客，共其果蓏，享亦如之
,
我之不共，魯故之以,我之不共，鲁故之以
中山王遣之,中山王遣之
曰：某也願見，無由達，某子以命命某見,曰：某也愿见，无由达，某子以命命某见
,
甯戚馳而東，反報曰：東方之萌，帶山負海，苦處，上斷福，漁獵之萌也，治葛縷而爲食,宁戚驰而东，反报曰：东方之萌，带山负海，苦处，上断福，渔猎之萌也，治葛缕而为食
初，畢萬筮仕於晉，遇《屯》之《比》,初，毕万筮仕于晋，遇《屯》之《比》
爲不善乎幽閒之中者，鬼得而誅之,为不善乎幽闲之中者，鬼得而诛之
,
,
,
昔者湯克夏而正天下,昔者汤克夏而正天下
,
,
士貴乎,士贵乎
惟乃知民德亦罔不能厥初，惟其終,惟乃知民德亦罔不能厥初，惟其终
臣有擅主者，則主令不得行，而下情不上通,臣有擅主者，则主令不得行，而下情不上通
果且有彼是乎哉,果且有彼是乎哉
,
同極而異路兮，又何以爲此援也,同极而异路兮，又何以为此援也
若其弗賞，是失信也，何以庇民,若其弗赏，是失信也，何以庇民
秋八月，葬齊桓公,秋八月，葬齐桓公
豚當豆，魚次，腊特于俎北,豚当豆，鱼次，腊特于俎北
無言不讎，無德不報,无言不雠，无德不报
未及期，衛人來告亂,未及期，卫人来告乱
莊子衣大布而補之，正緳係履而過魏王,庄子衣大布而补之，正緳系履而过魏王
戎車既安，如輊如軒,戎车既安，如轾如轩
,
初用三同：一、戚取同，二、任用能，三、矢無聲,初用三同：一、戚取同，二、任用能，三、矢无声
,
,
,
,
曰：彼一時，此一時也,曰：彼一时，此一时也
子兮子兮，如此粲者何,子兮子兮，如此粲者何
,
築障塞匿，一道路，博出入，審閭閈，慎筦鍵,筑障塞匿，一道路，博出入，审闾闬，慎筦键
昔我往矣，黍稷方華,昔我往矣，黍稷方华
公親筮之，胥彌赦占之，曰：不害,公亲筮之，胥弥赦占之，曰：不害
臣竊以天下地圖案之,臣窃以天下地图案之
是故博帶梨，大袂列，文繡染，刻鏤削，雕琢采，關幾而不征，市𨞬而不稅,是故博带梨，大袂列，文绣染，刻镂削，雕琢采，关几而不征，市𨞬而不税
奉承齊犧，而布君，求終事也,奉承齐牺，而布君，求终事也
